city,street,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
SACRAMENTO,5501 VALLETTA WAY,95820,CA,3,1,1039,Residential,Thu May 15 00:00:00 EDT 2008,189000,38.530144,-121.43749
FAIR OAKS,5624 MEMORY LN,95628,CA,3,1,1529,Residential,Thu May 15 00:00:00 EDT 2008,189000,38.66745,-121.2364
CITRUS HEIGHTS,6622 WILLOWLEAF DR,95621,CA,4,3,1892,Residential,Thu May 15 00:00:00 EDT 2008,189836,38.699714,-121.31163500000001
SACRAMENTO,27 MEGAN CT,95838,CA,4,2,1887,Residential,Thu May 15 00:00:00 EDT 2008,190000,38.649258,-121.46530800000001
ORANGEVALE,6601 WOODMORE OAKS DR,95662,CA,3,2,1294,Residential,Thu May 15 00:00:00 EDT 2008,191250,38.687006,-121.254319
SACRAMENTO,1973 DANVERS WAY,95832,CA,3,2,1638,Residential,Thu May 15 00:00:00 EDT 2008,191675,38.477568,-121.492574
SACRAMENTO,8001 ARROYO VISTA DR,95823,CA,3,2,1677,Residential,Thu May 15 00:00:00 EDT 2008,195500,38.46734,-121.419843
CITRUS HEIGHTS,7409 VOYAGER WAY,95621,CA,3,1,1073,Residential,Thu May 15 00:00:00 EDT 2008,198000,38.700717,-121.3133
SACRAMENTO,815 CROSSWIND DR,95838,CA,3,2,1231,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.651385999999995,-121.45042
ELK GROVE,5509 LAGUNA CREST WAY,95758,CA,3,2,1175,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.42442,-121.440357
ELK GROVE,8424 MERRY HILL WAY,95624,CA,3,2,1416,Residential,Thu May 15 00:00:00 EDT 2008,200000,38.452075,-121.36646100000002
WEST SACRAMENTO,1525 PENNSYLVANIA AVE,95691,CA,0,0,0,Residential,Thu May 15 00:00:00 EDT 2008,200100,38.569943,-121.52753899999999
SACRAMENTO,5954 BRIDGECROSS DR,95835,CA,3,2,1358,Residential,Thu May 15 00:00:00 EDT 2008,201528,38.68197,-121.500025
ELK GROVE,8789 SEQUOIA WOOD CT,95624,CA,4,2,1609,Residential,Thu May 15 00:00:00 EDT 2008,204750,38.438818,-121.37443
SACRAMENTO,6600 SILVERTHORNE CIR,95842,CA,4,3,1968,Residential,Thu May 15 00:00:00 EDT 2008,205000,38.68607,-121.34236899999999
SACRAMENTO,2221 2ND AVE,95818,CA,2,2,1089,Residential,Thu May 15 00:00:00 EDT 2008,205000,38.555781,-121.485331
CARMICHAEL,3230 SMATHERS WAY,95608,CA,3,2,1296,Residential,Thu May 15 00:00:00 EDT 2008,205900,38.623371999999996,-121.34766499999999
ELK GROVE,5209 LAGUNA CREST WAY,95758,CA,2,2,1189,Residential,Thu May 15 00:00:00 EDT 2008,207000,38.424421,-121.44391499999999
SACRAMENTO,416 LEITCH AVE,95815,CA,2,1,795,Residential,Thu May 15 00:00:00 EDT 2008,207973,38.612694,-121.45666899999999
ROSEVILLE,2100 BEATTY WAY,95747,CA,3,2,1371,Residential,Thu May 15 00:00:00 EDT 2008,208250,38.737882,-121.30814199999999
NORTH HIGHLANDS,6920 GILLINGHAM WAY,95660,CA,3,1,1310,Residential,Thu May 15 00:00:00 EDT 2008,208318,38.694278999999995,-121.373395
GALT,82 WILDFLOWER DR,95632,CA,3,2,1262,Residential,Thu May 15 00:00:00 EDT 2008,209347,38.259708,-121.31161599999999
ELK GROVE,8652 BANTON CIR,95624,CA,4,2,1740,Residential,Thu May 15 00:00:00 EDT 2008,211500,38.444,-121.370993
ANTELOPE,8428 MISTY PASS WAY,95843,CA,3,2,1517,Residential,Thu May 15 00:00:00 EDT 2008,212000,38.722959,-121.34711499999999
SACRAMENTO,7958 ROSEVIEW WAY,95828,CA,3,2,1450,Residential,Thu May 15 00:00:00 EDT 2008,213000,38.467836,-121.410366
ELK GROVE,9020 LUKEN CT,95624,CA,3,2,1416,Residential,Thu May 15 00:00:00 EDT 2008,216000,38.451398,-121.36661399999998
SACRAMENTO,7809 VALLECITOS WAY,95828,CA,3,1,888,Residential,Thu May 15 00:00:00 EDT 2008,216021,38.508217,-121.411207
CITRUS HEIGHTS,8445 OLD AUBURN RD,95610,CA,3,2,1882,Residential,Thu May 15 00:00:00 EDT 2008,219000,38.715423,-121.246743
ELK GROVE,10085 ATKINS DR,95757,CA,3,2,1302,Residential,Thu May 15 00:00:00 EDT 2008,219794,38.390893,-121.437821
ELK GROVE,9185 CERROLINDA CIR,95758,CA,3,2,1418,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.424496999999995,-121.42659499999999
ROSEVILLE,9197 CORTINA CIR,95678,CA,3,2,0,Condo,Thu May 15 00:00:00 EDT 2008,220000,38.793152,-121.290025
CARMICHAEL,5429 HESPER WAY,95608,CA,4,2,1319,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.665104,-121.315901
GALT,1178 WARMWOOD CT,95632,CA,4,2,1770,Residential,Thu May 15 00:00:00 EDT 2008,220000,38.289544,-121.28460700000001
SACRAMENTO,4900 ELUDE CT,95842,CA,4,2,1627,Residential,Thu May 15 00:00:00 EDT 2008,223000,38.696740000000005,-121.35051899999999
SACRAMENTO,3557 SODA WAY,95834,CA,0,0,0,Residential,Thu May 15 00:00:00 EDT 2008,224000,38.631026,-121.501879
SACRAMENTO,3528 SAINT GEORGE DR,95821,CA,3,1,1040,Residential,Thu May 15 00:00:00 EDT 2008,224000,38.629468,-121.37644499999999
NORTH HIGHLANDS,7381 WASHBURN WAY,95660,CA,3,1,960,Residential,Thu May 15 00:00:00 EDT 2008,224252,38.70355,-121.375103
CAMERON PARK,2181 WINTERHAVEN CIR,95682,CA,3,2,0,Residential,Thu May 15 00:00:00 EDT 2008,224500,38.69757,-120.99573899999999
ORANGEVALE,7540 HICKORY AVE,95662,CA,3,1,1456,Residential,Thu May 15 00:00:00 EDT 2008,225000,38.703056,-121.235221
ELK GROVE,5024 CHAMBERLIN CIR,95757,CA,3,2,1450,Residential,Thu May 15 00:00:00 EDT 2008,228000,38.389756,-121.446246
LINCOLN,2400 INVERNESS DR,95648,CA,3,2,1358,Residential,Thu May 15 00:00:00 EDT 2008,229027,38.897814000000004,-121.32469099999999
SACRAMENTO,5 BISHOPGATE CT,95823,CA,4,2,1329,Residential,Thu May 15 00:00:00 EDT 2008,229500,38.467936,-121.445477
SACRAMENTO,5601 REXLEIGH DR,95823,CA,4,2,1715,Residential,Thu May 15 00:00:00 EDT 2008,230000,38.445342,-121.44150400000001
ELK GROVE,1909 YARNELL WAY,95758,CA,3,2,1262,Residential,Thu May 15 00:00:00 EDT 2008,230000,38.417382,-121.484325
SACRAMENTO,9169 GARLINGTON CT,95829,CA,4,3,2280,Residential,Thu May 15 00:00:00 EDT 2008,232425,38.457679,-121.35961999999999
SACRAMENTO,6932 RUSKUT WAY,95823,CA,3,2,1477,Residential,Thu May 15 00:00:00 EDT 2008,234000,38.499893,-121.45889
CITRUS HEIGHTS,7933 DAFFODIL WAY,95610,CA,3,2,1216,Residential,Thu May 15 00:00:00 EDT 2008,235000,38.708824,-121.256803
ELK GROVE,8304 RED FOX WAY,95758,CA,4,2,1685,Residential,Thu May 15 00:00:00 EDT 2008,235301,38.417,-121.397424
EL DORADO HILLS,3882 YELLOWSTONE LN,95762,CA,3,2,1362,Residential,Thu May 15 00:00:00 EDT 2008,235738,38.655245,-121.075915
